번호,kmdb제목,kmdb장르,개봉연도,관객수,movie_id,movie_seq
F1,어벤져스: 엔드게임,액션|SF,2019,13934592,F,47641
F2,겨울왕국 2,어드벤처|코메디|가족|판타지|뮤지컬,2019,13768686,F,48331
F3,아바타,액션|SF|어드벤처,2009,13624328,F,24464
F4,알라딘,어드벤처|가족|판타지|뮤지컬|멜로드라마,2019,12555894,F,46436
F5,어벤져스: 인피니티 워,액션|어드벤처|판타지,2018,11211880,F,41205
F6,아바타: 물의 길,액션|어드벤처|SF|스릴러|판타지,2022,10805065,F,55873
F7,어벤져스: 에이지 오브 울트론,SF|액션|판타지,2015,10494499,F,33702
F8,겨울왕국,코메디|가족|어드벤처|판타지,2014,10328426,F,32196
F9,인터스텔라,SF,2014,10273803,F,32372
F10,보헤미안 랩소디,드라마,2018,9948386,F,45647
F11,아이언 맨 3,액션|SF|어드벤처,2013,9001309,F,30375
F12,캡틴 아메리카: 시빌 워,액션|SF|스릴러,2016,8677249,F,35357
F13,탑건: 매버릭,액션,2022,8177446,F,55668
F14,스파이더맨: 파 프롬 홈,어드벤처|코메디|SF|액션|판타지,2019,8020208,F,48068
F15,트랜스포머 3,액션|SF|어드벤처,2011,7784807,F,27441
F16,미션 임파서블: 고스트 프로토콜,액션,2011,7575899,F,28256
F17,스파이더맨: 노 웨이 홈,액션|어드벤처|SF,2021,7551990,F,54172
F18,트랜스포머: 패자의 역습,액션|SF|어드벤처,2009,7505700,F,23715
F19,트랜스포머,액션|SF|어드벤처,2007,7440531,F,20510
F20,스파이더맨: 홈 커밍,액션|SF|어드벤처,2017,7257973,F,38500
F21,엘리멘탈,어드벤처|판타지|SF,2023,7238021,F,57443
F22,어벤져스,액션|SF|어드벤처,2012,7074867,F,29414
F23,미션 임파서블: 폴아웃,액션|스릴러,2018,6584915,F,42274
F24,다크 나이트 라이즈,액션|범죄|스릴러,2012,6396528,F,28492
F25,미션 임파서블: 로그네이션,액션,2015,6126488,F,34242
F26,킹스맨: 시크릿 에이전트,액션|코메디|어드벤처,2015,6125154,F,33436
F27,반지의 제왕: 왕의 귀환,액션|드라마|어드벤처|판타지|전쟁,2003,5960000,F,09308
F28,인셉션,SF|미스터리|스릴러,2010,5926948,F,26312
F29,레미제라블,드라마,2012,5911890,F,30094
F30,닥터 스트레인지: 대혼돈의 멀티버스,액션|판타지|어드벤처,2022,5884587,F,55054
F31,캡틴 마블,액션|어드벤처|SF,2019,5801069,F,46900
F32,미션 임파서블 3,액션,2006,5740789,F,11007
F33,쥬라기 월드: 폴른 킹덤,SF|액션|어드벤처,2018,5661128,F,41352
F34,스즈메의 문단속,액션|어드벤처|판타지,2023,5573669,F,56776
F35,쥬라기 월드,액션|SF|어드벤처,2015,5546792,F,34147
F36,앤트맨과 와스프,액션|어드벤처|SF,2018,5447826,F,41907
F37,닥터 스트레인지,액션|어드벤처|판타지,2016,5446379,F,36170
F38,블랙 팬서,액션|드라마|SF,2018,5398994,F,39570
F39,트랜스포머4: 사라진 시대,SF|액션|어드벤처,2014,5295801,F,32566
F40,조커,액션|드라마|스릴러|범죄,2019,5255228,F,48336
F41,월드워Z,SF|드라마|액션|스릴러,2013,5237525,F,30748
F42,반지의 제왕: 두 개의 탑,액션|드라마|어드벤처|판타지,2002,5183000,F,08116
F43,미녀와 야수,멜로드라마|판타지|가족,2017,5137993,F,38325
F44,쿵푸 팬더 2,액션|코메디|어드벤처|가족,2011,5062722,F,27761
F45,아쿠아맨,액션|어드벤처|SF,2018,5038134,F,45387
F46,인사이드 아웃,드라마|아동,2015,4968687,F,34547
F47,캐리비안의 해적 - 세상의 끝에서,액션|코메디|어드벤처|판타지,2007,4966571,F,20500
F48,킹스맨: 골든 서클,액션|어드벤처|코메디,2017,4945484,F,39307
F49,스파이더맨 3,액션|SF,2007,4935660,F,20480
F50,마션,액션|SF|어드벤처,2015,4875494,F,34551
F51,토르: 라그나로크,액션|어드벤처|판타지|SF,2017,4857152,F,39579
F52,어메이징 스파이더맨,액션|어드벤처|스릴러,2012,4853123,F,27598
F53,더 퍼스트 슬램덩크,스포츠,2023,4780638,F,57286
F54,라이온 킹,어드벤처|드라마|가족|뮤지컬,2019,4743184,F,48090
F55,주토피아,어드벤처|액션|코메디|가족,2016,4703245,F,35339
F56,엣지 오브 투모로우,SF|액션,2014,4697142,F,32369
F57,쿵푸 팬더,액션|코메디|가족|어드벤처,2008,4673009,F,21862
F58,신비한 동물사전,어드벤처|판타지|가족,2016,4666993,F,35673
F59,캐리비안의 해적 - 망자의 함,액션|코메디|어드벤처|판타지,2006,4628903,F,11683
F60,박물관이 살아있다,코메디|어드벤처,2006,4612831,F,12880
F61,터미네이터: 미래전쟁의 시작,액션|SF,2009,4568891,F,23665
F62,맘마미아!,코메디|멜로드라마|뮤지컬,2008,4554785,F,22448
F63,아이언 맨 2,액션|드라마|SF,2010,4498335,F,26242
F64,해리 포터와 죽음의 성물2,어드벤처|미스터리|판타지,2011,4400298,F,27942
F65,아이언 맨,액션|드라마|SF|어드벤처|스릴러,2008,4316003,F,21745
F66,다크 나이트,액션|드라마|범죄|미스터리,2008,4283639,F,21819
F67,킹콩,드라마|어드벤처,2005,4232430,F,11027
F68,가디언즈 오브 갤럭시: Volume 3,액션|어드벤처|SF,2023,4208994,F,57556
F69,어메이징 스파이더맨 2,액션|어드벤처|판타지,2014,4168350,F,32081
F70,인디아나 존스 4 : 크리스탈 해골의 왕국,액션|어드벤처,2008,4136101,F,21807
F71,미이라 3: 황제의 무덤,액션|어드벤처|판타지|스릴러,2008,4090795,F,22269
F72,미션 임파서블: 데드 레코닝 PART ONE,액션|어드벤처|스릴러,2023,4021758,F,58735
F73,혹성탈출: 반격의 서막,SF|드라마|액션|스릴러,2014,4002134,F,32846
F74,해리 포터와 비밀의 방,드라마|어드벤처|미스터리|가족|판타지,2002,4000000,F,08130
F75,쿵푸팬더 3,액션|코메디|어드벤처|가족,2016,3984812,F,34595
F76,캡틴 아메리카: 윈터 솔져,SF|액션|어드벤처,2014,3963220,F,32404
F77,너의 이름은.,멜로/로맨스|드라마|판타지,2017,3888901,F,36279
F78,베놈,SF|스릴러|액션,2018,3888096,F,39568
F79,트로이,액션|시대극/사극|드라마|어드벤처|전쟁,2004,3851000,F,09161
F80,매드 맥스: 분노의 도로,액션|SF|어드벤처|스릴러,2015,3842441,F,34240
F81,데드풀 2,액션|SF|코메디|어드벤처,2018,3784602,F,41303
F82,미이라,액션|어드벤처|판타지,2017,3689325,F,39373
F83,분노의 질주: 홉스 & 쇼,액션,2019,3657536,F,47379
F84,분노의 질주: 더 익스트림,액션|범죄|스릴러,2017,3653238,F,39179
F85,해리 포터와 불의 잔,액션|어드벤처|가족|판타지,2005,3615000,F,11759
F86,인턴,드라마|코메디,2015,3610642,F,34729
F87,라라랜드,코메디|멜로/로맨스|뮤지컬|뮤직,2016,3597193,F,36256
F88,리얼 스틸,액션|드라마|SF,2011,3579666,F,28450
F89,미스터 미세스 스미스,액션|코메디|스릴러,2005,3546900,F,10595
F90,코코,어드벤처|코메디|뮤지컬,2018,3510017,F,39578
F91,매트릭스 2 리로디드,액션|SF|스릴러,2003,3510000,F,08262
F92,해리 포터와 불사조 기사단,액션|어드벤처|가족|판타지,2007,3475000,F,20511
F93,아일랜드,액션|드라마|SF|스릴러,2005,3433900,F,10719
F94,비긴 어게인,코메디|드라마|뮤직|멜로/로맨스,2014,3427464,F,33287
F95,토이 스토리 4,어드벤처|코메디|가족|판타지,2019,3399913,F,47989
F96,다이하드 4.0 : 죽어도 산다,액션,2007,3380800,F,20512
F97,맨 인 블랙 3,액션|코메디|SF,2012,3379762,F,29426
F98,어바웃 타임,드라마|멜로드라마|코메디|판타지,2013,3375735,F,31201
F99,다빈치 코드,드라마|미스터리|스릴러,2006,3339082,F,11013
F100,슈퍼배드 3,코메디|액션|어드벤처,2017,3324861,F,39442
F101,데드풀,액션|SF,2016,3317196,F,34746
F102,슈렉 2,코메디|어드벤처|뮤직|가족|판타지,2004,3300533,F,09190
F103,스타워즈: 깨어난 포스,액션|어드벤처|판타지,2015,3273879,F,35043
F104,분노의 질주: 더 세븐,액션|범죄,2015,3247558,F,33761
F105,터미네이터 제니시스,SF|액션|어드벤처,2015,3239371,F,33935
F106,오펜하이머,드라마|스릴러,2023,3230747,F,56428
F107,그래비티,SF|드라마,2013,3227452,F,31128
F108,우주전쟁,드라마|SF|어드벤처|스릴러,2005,3223000,F,10695
F109,캐리비안의 해적: 낯선 조류,액션|어드벤처|판타지,2011,3130046,F,27543
F110,나우 유 씨 미 2,범죄|스릴러|미스터리,2016,3100113,F,35321
F111,캐리비안의 해적: 죽은 자는 말이 없다,액션|어드벤처|코메디,2017,3049894,F,39074
F112,이터널스,액션|드라마|판타지|어드벤처,2021,3049688,F,54094
F113,토르 : 다크 월드,액션|어드벤처,2013,3039889,F,31003
F114,인크레더블 2,액션|어드벤처,2018,3033052,F,41913
F115,하울의 움직이는 성,SF|어드벤처|판타지,2004,3015165,F,09852
F116,투모로우,액션|드라마|SF|어드벤처|재난|스릴러,2004,3006400,F,09159
F117,레드: 더 레전드,액션|코메디|범죄,2013,3004647,F,30882
F118,해리 포터와 혼혈왕자,멜로/로맨스|어드벤처|미스터리|판타지|액션,2009,3002669,F,23893
F119,드래곤 길들이기2,액션|가족|어드벤처|판타지,2014,3000056,F,32440
F120,황금나침반,드라마|판타지,2007,2979838,F,21454
F121,블랙 위도우,액션|어드벤처|SF,2021,2961507,F,50617
F122,서치,드라마,2018,2949944,F,42676
F123,엑스맨: 아포칼립스,액션|어드벤처|판타지|SF,2016,2938818,F,35538
F124,300,액션|드라마|전쟁,2007,2929400,F,20038
F125,솔트,액션|스릴러,2010,2921331,F,26511
F126,원티드,액션|스릴러,2008,2867594,F,22260
F127,슈렉 3,코메디|어드벤처|가족|판타지,2007,2844159,F,20499
F128,앤트맨,SF,2015,2839921,F,34644
F129,쥬라기 월드: 도미니언,어드벤처|SF|액션,2022,2836786,F,54339
F130,호빗: 다섯 군대 전투,액션|어드벤처|판타지,2014,2836774,F,33520
F131,호빗 : 뜻밖의 여정,어드벤처|판타지,2012,2818993,F,30057
F132,메이즈 러너,SF|액션|미스터리,2014,2812427,F,33449
F133,해리 포터와 죽음의 성물 - 1부,어드벤처|미스터리|판타지,2010,2809053,F,27289
F134,빅 히어로,SF|드라마|코메디|가족,2015,2801949,F,33904
F135,덩케르크,드라마|전쟁|역사,2017,2792705,F,39388
F136,혹성탈출: 진화의 시작,액션|SF|어드벤처,2011,2773794,F,28120
F137,메이즈 러너: 스코치 트라이얼,액션|SF|스릴러,2015,2744413,F,34496
F138,가디언즈 오브 갤럭시 2,액션|어드벤처|SF,2017,2735719,F,39186
F139,핸콕,액션,2008,2723518,F,22255
F140,나우 유 씨 미 : 마술사기단,액션|범죄|스릴러,2013,2718227,F,31047
F141,미스 페레그린과 이상한 아이들의 집,어드벤처|판타지,2016,2718158,F,36235
F142,토르: 러브 앤 썬더,액션|어드벤처|판타지,2022,2715682,F,55763
F143,적벽대전2: 최후의 결전,액션|시대극/사극|드라마|군사|전쟁,2009,2713031,F,23654
F144,지.아이.조: 전쟁의 서막,액션|SF|어드벤처,2009,2706748,F,24295
F145,타이탄,액션|어드벤처|판타지,2010,2685508,F,26250
F146,브레이킹 던 part2,멜로드라마|판타지,2012,2654817,F,29655
F147,미니언즈,코메디|가족,2015,2625572,F,33998
F148,트랜스포머: 최후의 기사,액션|SF|어드벤처,2017,2614601,F,39404
F149,제이슨 본,액션|스릴러,2016,2611966,F,35631
F150,드래곤 길들이기,드라마|어드벤처|아동|가족,2010,2603857,F,26289
F151,도리를 찾아서,어드벤처|코메디|아동,2016,2601734,F,35581
F152,퍼시픽 림,SF|액션,2013,2539114,F,30754
F153,엑스맨: 퍼스트 클래스,액션|어드벤처,2011,2532306,F,27864
F154,정글북,어드벤처|드라마|가족,2016,2532051,F,35556
F155,해리 포터와 아즈카반의 죄수,드라마|어드벤처|가족|판타지,2004,2532000,F,09267
F156,패션 오브 크라이스트,드라마|종교|전기,2004,2523700,F,09794
F157,마이펫의 이중생활,아동|코메디|가족,2016,2517805,F,35307
F158,"나니아 연대기 - 사자, 마녀, 그리고 옷장",어드벤처|가족|판타지,2005,2505133,F,11046
F159,터미네이터 3,액션|드라마|SF|어드벤처|스릴러,2003,2491354,F,08306
F160,보스 베이비,코메디|가족,2017,2450023,F,39319
F161,신비한 동물들과 그린델왈드의 범죄,어드벤처|가족|판타지,2018,2414062,F,46070
F162,터미네이터: 다크 페이트,SF|액션|어드벤처,2019,2410227,F,48157
F163,슈퍼 마리오 브라더스,어드벤처|코메디,2023,2395519,F,57444
F164,테이큰,액션|스릴러,2008,2379830,F,21663
F165,007 스카이폴,액션,2012,2376145,F,29001
F166,스파이더맨 2,액션|SF|범죄|판타지|스릴러,2004,2367704,F,09269
F167,스파이,액션,2015,2315882,F,34261
F168,모아나,어드벤처|코메디,2017,2310054,F,38319
F169,테이큰 2,드라마|액션|범죄,2012,2308596,F,30180
F170,분노의 질주: 더 얼티메이트,액션|어드벤처|범죄|스릴러,2021,2292415,F,50571
F171,맘마미아! 2,뮤지컬|코메디,2018,2285143,F,42224
F172,호빗 : 스마우그의 폐허,SF|드라마|어드벤처|판타지,2013,2282744,F,31783
F173,나잇 & 데이,액션|코메디,2010,2282191,F,26292
F174,미니언즈2,어드벤처|코메디|가족,2022,2269024,F,50604
F175,컨저링,공포|스릴러,2013,2262758,F,31308
F176,슈렉 포에버,드라마|어드벤처|아동|가족,2010,2261356,F,26288
F177,이글 아이,액션|미스터리|스릴러,2008,2258369,F,22654
F178,배트맨 대 슈퍼맨: 저스티스의 시작,SF|액션|어드벤처,2016,2256913,F,34417
F179,레디 플레이어 원,액션|SF|어드벤처,2018,2254430,F,40934
F180,배틀쉽,액션|전쟁,2012,2241687,F,28365
F181,매트릭스 3 레볼루션,액션|SF|스릴러,2003,2240000,F,08950
F182,셜록홈즈 : 그림자 게임,액션|미스터리,2011,2239156,F,28497
F183,어거스트 러쉬,드라마,2007,2233764,F,21440
F184,나는 전설이다,SF,2007,2215883,F,21453
F185,포세이돈,액션|드라마|스릴러,2006,2214600,F,13497
F186,셜록 홈즈,드라마|범죄|스릴러,2009,2207751,F,26089
F187,007 퀀텀 오브 솔러스,액션|첩보,2008,2201300,F,22592
F188,이상한 나라의 앨리스,드라마|어드벤처|판타지,2010,2182365,F,26217
F189,맨 오브 스틸,SF|액션|판타지,2013,2182227,F,30750
F190,원더우먼,액션|SF|어드벤처|판타지,2017,2165401,F,39187
F191,극장판 귀멸의 칼날: 무한열차편,판타지|액션|시대극/사극,2021,2151861,F,52107
F192,겟 아웃,공포|미스터리,2017,2138146,F,39280
F193,베놈 2: 렛 데어 비 카니지,액션|SF|스릴러,2021,2123652,F,54113
F194,블랙 팬서: 와칸다 포에버,액션|어드벤처|SF|드라마,2022,2105831,F,56519
F195,이클립스,드라마|멜로드라마|청춘영화|판타지,2010,2105050,F,26448
F196,엑스맨: 최후의 전쟁,액션|SF|스릴러,2006,2096180,F,11438
F197,논스톱,액션|미스터리|스릴러,2014,2084457,F,32374
F198,장화 신은 고양이,코메디|어드벤처|판타지,2012,2080154,F,27982
F199,인투 더 스톰,액션|스릴러,2014,2078492,F,33281
F200,로건,액션|드라마|SF,2017,2070084,F,39112
F201,본 얼티메이텀,액션|어드벤처|미스터리|스릴러,2007,2052800,F,21261
F202,혹성탈출: 종의 전쟁,액션|SF|어드벤처,2017,2050909,F,39472
F203,소울,어드벤처|가족|SF|판타지|코메디,2021,2048137,F,52167
F204,노아,드라마|어드벤처,2014,2026574,F,32480
F205,캐리비안의 해적 : 블랙펄의 저주,액션|코메디|어드벤처|판타지,2003,2010460,F,08302
F206,레버넌트: 죽음에서 돌아온 자,드라마|어드벤처,2016,2007180,F,34778
F207,오페라의 유령,드라마|뮤지컬|판타지|스릴러,2004,2006880,F,09843
F208,페르시아의 왕자: 시간의 모래,액션|시대극/사극|드라마|멜로드라마,2010,2003533,F,26320
F209,박물관이 살아있다 2,액션|코메디|어드벤처,2009,2002526,F,23912
F210,테넷,액션|SF,2020,1998987,F,51294
F211,그대들은 어떻게 살 것인가,드라마|어드벤처|판타지,2023,1996956,F,59520
F212,크루엘라,드라마|범죄|코메디,2021,1983397,F,53228
F213,루시,액션,2014,1971837,F,32866
F214,알리타: 배틀 엔젤,액션|어드벤처|멜로드라마|SF|스릴러,2019,1949372,F,39178
F215,뉴 문,드라마|멜로드라마|판타지,2009,1949027,F,26054
F216,천사와 악마,드라마|범죄|미스터리|스릴러,2009,1936321,F,23755
F217,애나벨: 인형의 주인,스릴러|미스터리|공포,2017,1934192,F,39555
F218,컨저링 2,공포,2016,1926201,F,35580
F219,터보,드라마,2013,1923748,F,30946
F220,존 윅 4,액션|범죄|스릴러,2023,1923520,F,58043
F221,수어사이드 스쿼드,액션,2016,1898121,F,34660
F222,러브 액츄얼리,코메디|드라마|멜로/로맨스,2003,1887000,F,09302
F223,퍼시잭슨과 번개도둑,액션|어드벤처|판타지,2010,1877226,F,26216
F224,"색, 계",드라마|멜로드라마|스릴러,2007,1866900,F,21329
F225,테이큰 3,액션|범죄,2015,1860934,F,33867
F226,지.아이.조 2,액션|SF|어드벤처,2013,1855917,F,29182
F227,007 스펙터,액션|스릴러,2015,1820842,F,34197
F228,캐치 미 이프 유 캔,드라마|범죄|전기,2003,1807612,F,08173
F229,작전명 발키리,드라마|전쟁|스릴러,2009,1798205,F,23650
F230,분노의 질주: 더 맥시멈,액션|범죄,2013,1790457,F,30753
F231,저스티스 리그,액션|어드벤처|판타지|SF,2017,1786386,F,39575
F232,"아이, 로봇",액션|SF|스릴러,2004,1777470,F,09658
F233,분노의 질주: 라이드 오어 다이,액션|범죄|미스터리|스릴러,2023,1773426,F,57946
F234,벤자민 버튼의 시간은 거꾸로 간다,멜로드라마|판타지,2009,1767051,F,23659
F235,수퍼맨 리턴즈,액션|SF|판타지,2006,1764758,F,11680
F236,나를 찾아줘,드라마|미스터리|스릴러,2014,1764233,F,33464
F237,걸리버 여행기,코메디|어드벤처,2011,1762070,F,27391
F238,내셔널 트레져:비밀의 책,액션|어드벤처,2007,1756319,F,21476
F239,주먹왕 랄프 2: 인터넷 속으로,어드벤처|코메디|가족|SF,2019,1754375,F,44650
F240,이미테이션 게임,드라마|스릴러|전기,2015,1743774,F,33967
F241,샹치와 텐 링즈의 전설,액션|어드벤처|판타지|SF,2021,1739052,F,54083
F242,악마는 프라다를 입는다,코메디|드라마,2006,1730719,F,12319
F243,씽,코메디|드라마,2016,1729426,F,37491
F244,스타워즈 에피소드 3 : 시스의 복수,액션|SF|어드벤처|판타지,2005,1722800,F,10538
F245,킬러의 보디가드,액션|코메디,2017,1721757,F,39349
F246,언터처블:1%의 우정,드라마|코메디,2012,1719772,F,29271
F247,샌 안드레아스,드라마|액션|스릴러,2015,1714071,F,34253
F248,쥬만지: 새로운 세계,액션|어드벤처,2018,1708672,F,40708
F249,토르 : 천둥의 신,액션|드라마|어드벤처|판타지,2011,1694529,F,27726
F250,콩: 스컬 아일랜드,액션|어드벤처|판타지,2017,1685933,F,39116
F251,점퍼,액션|어드벤처,2008,1685405,F,21652
F252,23 아이덴티티,공포|스릴러,2017,1675798,F,39046
F253,알렉산더,드라마|어드벤처|전기|전쟁,2004,1671576,F,09841
F254,마다가스카의 펭귄,코메디|어드벤처,2014,1661230,F,33380
F255,아이스 에이지 4: 대륙 이동설,코메디|가족|어드벤처,2012,1648070,F,29640
F256,듄,어드벤처|드라마|SF,2021,1638477,F,54111
F257,반 헬싱,액션|공포(호러)|어드벤처|판타지|스릴러,2004,1631359,F,09183
F258,마다가스카3 : 이번엔 서커스다!,코메디|어드벤처,2012,1626704,F,29478
F259,블랙 스완,드라마|스릴러,2011,1623199,F,27423
F260,분노의 질주: 언리미티드,액션|드라마|범죄|스릴러,2011,1621973,F,27729
F261,마다가스카,코메디|드라마|어드벤처|아동,2005,1620031,F,23575
F262,닥터 두리틀,코메디|가족|판타지|어드벤처,2020,1607082,F,49704
F263,스타트렉 다크니스,SF|액션|어드벤처,2013,1605271,F,30825
F264,로빈후드,액션|시대극/사극|드라마,2010,1596574,F,26309
F265,300: 제국의 부활,드라마|액션|전쟁,2014,1593116,F,32354
F266,라이프 오브 파이,드라마|어드벤처,2013,1588373,F,30266
F267,해리 포터와 마법사의 돌,드라마|어드벤처|가족|판타지,2001,1585389,F,07783
F268,지구가 멈추는 날,액션|SF|스릴러,2008,1576333,F,23566
F269,적벽대전 : 거대한 전쟁의 시작,액션|전쟁,2008,1573621,F,22242
F270,미녀삼총사 : 맥시멈 스피드,액션|코메디|어드벤처|범죄,2003,1566696,F,08279
F271,위플래쉬,드라마,2015,1561815,F,32408
F272,범블비,액션|어드벤처|SF,2018,1561643,F,43604
F273,앤트맨과 와스프: 퀀텀매니아,액션|어드벤처|코메디|SF|스릴러,2023,1551129,F,57129
F274,벼랑 위의 포뇨,드라마|멜로드라마|어드벤처|가족|판타지,2008,1521842,F,23305
F275,오블리비언,SF|액션,2013,1515356,F,30674
F276,몬스터 호텔 2,코메디|가족,2015,1515104,F,34835
F277,엑소더스: 신들과 왕들,드라마,2014,1511145,F,33599
F278,드래곤 길들이기 3,어드벤처,2019,1506942,F,46902
F279,인디펜던스 데이: 리써전스,SF|액션|어드벤처,2016,1500830,F,35689
F280,엑스맨 2,액션|SF|판타지|스릴러,2003,1500000,F,08250
F281,토이 스토리 3,드라마|어드벤처|아동|가족,2010,1484843,F,26545
F282,킹덤 오브 헤븐,드라마|전쟁|액션,2005,1484000,F,10702
F283,나니아 연대기 : 캐스피언 왕자,어드벤처|가족|판타지,2008,1478573,F,21805
F284,어스,공포|스릴러,2019,1475087,F,47402
F285,브레이킹 던 part1,드라마|멜로드라마|판타지|스릴러,2011,1462280,F,28121
F286,젠틀맨리그,액션|SF|첩보|판타지,2003,1450000,F,08301
F287,나쁜 녀석들 II,액션|코메디|범죄|스릴러,2003,1446741,F,08288
F288,위대한 개츠비,드라마|멜로드라마,2013,1445124,F,30738
F289,말레피센트 2,판타지|어드벤처|가족,2019,1444952,F,48335
F290,잃어버린 세계를 찾아서,액션|SF|어드벤처|가족|판타지,2008,1438353,F,23527
F291,다이하드: 굿 데이 투 다이,액션|범죄|스릴러,2013,1438056,F,30615
F292,연인,액션|시대극/사극|드라마|무협,2004,1416000,F,09693
F293,위대한 쇼맨,뮤지컬|드라마,2017,1402809,F,39574
F294,예스맨,코메디|드라마,2008,1402609,F,23416
F295,마이너리티 리포트,액션|드라마|SF|범죄|미스터리|스릴러,2002,1401000,F,07998
F296,벤허,드라마|어드벤처,2016,1399771,F,36184
F297,말레피센트,드라마,2014,1397526,F,32825
F298,라스트 에어벤더,액션|어드벤처|가족,2010,1394110,F,26580
F299,오션스 13,드라마|범죄,2007,1386610,F,20507
F300,램페이지,액션|어드벤처|SF|재난,2018,1385511,F,40978
F301,내셔널 트레져,액션|어드벤처,2004,1384507,F,09848
F302,해피 데스 데이,공포|미스터리|스릴러,2017,1382480,F,39909
F303,반지의 제왕: 반지원정대,액션|드라마|어드벤처|판타지,2001,1380734,F,07793
F304,폼페이: 최후의 날,드라마|액션|어드벤처,2014,1373873,F,31646
F305,찰리와 초콜릿 공장,코메디|가족|판타지,2005,1372700,F,10768
F306,시카고,드라마|뮤지컬|범죄,2003,1371500,F,08224
F307,퓨리,드라마|액션|전쟁,2014,1362114,F,33505
F308,포드 V 페라리,액션|드라마,2019,1361794,F,48226
F309,트와일라잇,액션|공포|멜로/로맨스|하이틴(고교)|판타지|스릴러,2008,1356180,F,23260
F310,닌자 어쌔신,액션,2009,1345025,F,25960
F311,신들의 전쟁,액션|드라마|판타지,2011,1338411,F,27940
F312,터미널,코메디|드라마,2004,1335571,F,09678
F313,오션스8,액션|범죄|스릴러,2018,1335181,F,41353
F314,굿 다이노,SF|코메디|가족|아동,2016,1328394,F,35060
F315,드라큘라: 전설의 시작,드라마|액션|판타지,2014,1321751,F,33556
F316,월-E,코메디|SF|어드벤처|아동,2008,1320830,F,22274
F317,가디언즈 오브 갤럭시,SF|드라마|액션,2014,1311190,F,32975
F318,월드 인베이젼,액션|SF,2011,1307873,F,27514
F319,에이리언: 커버넌트,SF|스릴러,2017,1307226,F,39297
F320,신밧드:7대양의 전설,드라마|어드벤처|가족|판타지,2003,1305603,F,08284
F321,엑스맨 탄생: 울버린,액션|SF|판타지|스릴러,2009,1303452,F,23652
F322,로맨틱 홀리데이,코메디|드라마,2006,1300645,F,20008
F323,니모를 찾아서,코메디|어드벤처|아동|가족,2003,1286412,F,08260
F324,셜록: 유령신부,드라마|범죄,2016,1278894,F,35167
F325,소스 코드,드라마|SF|스릴러,2011,1277301,F,27501
F326,라스트 사무라이,액션|시대극/사극|드라마|어드벤처|전쟁,2004,1263200,F,08484
F327,마다가스카 2,액션|코메디|어드벤처|아동|가족,2009,1247015,F,23577
F328,글래디에이터,액션|시대극/사극|드라마,2000,1242055,F,07121
F329,꿀벌대소동,코메디|어드벤처|가족,2008,1240953,F,21533
F330,나비 효과,드라마|공포(호러)|SF|스릴러,2004,1239079,F,09710
F331,메리다와 마법의 숲,액션|판타지,2012,1231024,F,29930
F332,미션 임파서블 2,액션|첩보|스릴러,2000,1230633,F,07130
F333,007 노 타임 투 다이,액션|어드벤처|스릴러,2021,1229971,F,50633
F334,포비든 킹덤: 전설의 마스터를 찾아서,액션|코메디|어드벤처|판타지,2008,1221352,F,21729
F335,토탈리콜,액션|SF,2012,1219637,F,29491
F336,킹 아더,액션|시대극/사극|드라마|어드벤처,2004,1213584,F,09456
F337,레지던트 이블 4: 끝나지 않은 전쟁,액션|공포(호러)|SF|스릴러,2010,1209538,F,26784
F338,엘리시움,SF|드라마|액션,2013,1207732,F,30970
F339,몬스터 하우스,코메디|공포(호러)|미스터리|가족|판타지,2006,1201649,F,11750
F340,신비한 동물들과 덤블도어의 비밀,어드벤처|가족|판타지,2022,1195441,F,54980
F341,브루스 올마이티,코메디|판타지,2003,1182962,F,08280
F342,나니아 연대기: 새벽 출정호의 항해,드라마|어드벤처|가족|판타지,2010,1182228,F,27287
F343,"오늘 밤, 세계에서 이 사랑이 사라진다 해도",멜로/로맨스,2022,1176498,F,57023
F344,웜 바디스,공포|멜로드라마|코메디,2013,1169839,F,30749
F345,툼 레이더2 : 판도라의 상자,액션|어드벤처|판타지|스릴러,2003,1165906,F,08308
F346,워크래프트: 전쟁의 서막,액션|판타지,2016,1163120,F,35196
F347,스타트렉 비욘드,액션|SF|어드벤처,2016,1157472,F,35904
F348,인크레더블,액션|SF|어드벤처|가족|스릴러,2004,1155067,F,09830
F349,잃어버린 세계를 찾아서 2 : 신비의 섬,액션|어드벤처,2012,1149628,F,28965
F350,"10,000BC(10,000B.C.)",드라마|어드벤처|판타지,2008,1140118,F,21615
F351,미나리,드라마,2021,1132962,F,50568
F352,헝거게임: 캣칭 파이어,액션|판타지,2013,1125739,F,31008
F353,스파이더맨,액션|SF|판타지|스릴러,2002,1125568,F,07906
F354,슬럼독 밀리어네어,드라마|멜로드라마|뮤직|범죄,2009,1125032,F,23673
F355,마이펫의 이중생활 2,어드벤처|코메디|가족,2019,1114941,F,46853
F356,스타트렉: 더 비기닝,액션|SF|어드벤처,2009,1111865,F,23707
F357,라이트 아웃,공포,2016,1111158,F,35890
F358,그 여자 작사 그 남자 작곡,코메디|멜로드라마,2007,1103900,F,20094
F359,박물관이 살아있다 : 비밀의 무덤,액션|코메디|어드벤처,2015,1101678,F,33743
F360,007 카지노 로얄,액션,2006,1088307,F,20018
F361,마루 밑 아리에티,드라마|가족,2010,1083746,F,26760
F362,슈렉,코메디|어드벤처|가족|판타지,2001,1078886,F,07506
