번호,영화명,개봉일,전국관객수,서울관객수,개봉연도,관객수기준,장르,kmdb제목,kmdb장르
2528,네가 떨어뜨린 푸른 하늘,2023-02-08,"32,116","6,644",2023,32116,멜로/로맨스,네가 떨어뜨린 푸른 하늘,멜로/로맨스|SF
2529,밴디츠,2002-03-28,0,"32,100",2002,32100,코미디,밴디츠,코메디|드라마|로드무비|범죄
2530,위크엔드 인 파리,2014-05-01,"32,070","22,147",2014,32070,드라마,위크엔드 인 파리,드라마
2531,극장판 위 베어 베어스: 곰 브라더스,2017-08-24,"32,021","5,612",2017,32021,애니메이션,극장판 위 베어 베어스: 곰 브라더스,코메디
2532,두 교황,2019-12-11,"31,960","20,817",2019,31960,드라마,두 교황,드라마
2533,너를 만난 여름,2019-10-16,"31,888","11,619",2019,31888,드라마,너를 만난 여름,멜로/로맨스|드라마
2534,100일 동안 100가지로 100퍼센트 행복찾기,2019-09-12,"31,866","19,490",2019,31866,코미디,100일 동안 100가지로 100퍼센트 행복찾기,코메디
2535,극장판 유희왕 더 다크 사이드 오브 디멘션즈,2016-06-09,"31,805","9,804",2016,31805,애니메이션,극장판 유희왕 더 다크 사이드 오브 디멘션즈,어드벤처
2536,마이 블랭키,2014-06-04,"31,798","4,461",2014,31798,애니메이션,마이 블랭키,어드벤처
2537,오픈 더 도어,2020-04-08,"31,760","10,487",2020,31760,공포(호러),오픈 더 도어,공포|스릴러
2538,쿤둔,2000-11-18,0,"31,707",2000,31707,드라마,쿤둔,드라마|종교|전기
2539,극장판 파워 디지몬 더 비기닝,2023-11-29,"31,657","4,234",2023,31657,애니메이션,극장판 파워 디지몬 더 비기닝,어드벤처|가족
2540,서스페리아,2019-05-16,"31,618","16,799",2019,31618,공포(호러),서스페리아,공포|미스터리|스릴러
2541,동경가족,2014-07-31,"31,564","18,204",2014,31564,가족,동경가족,드라마|가족
2542,뱅가드,2020-12-30,"31,548","7,759",2020,31548,액션,뱅가드,코메디|액션|어드벤처
2543,꼬마 니콜라의 여름방학,2014-08-21,"31,368","11,793",2014,31368,코미디,꼬마 니콜라의 여름방학,코메디
2544,이노센스,2004-10-08,"31,249","19,929",2004,31249,애니메이션,이노센스,액션|드라마|SF|판타지|스릴러
2545,몽상가들,2005-03-25,"31,211","18,816",2005,31211,드라마,몽상가들,드라마
2546,나는 부정한다,2017-04-26,"31,172","20,751",2017,31172,드라마,나는 부정한다,드라마|전기
2547,더 브레이브,2011-02-24,"31,152","22,354",2011,31152,드라마,더 브레이브,서부
2548,초콜렛 도넛,2014-10-02,"31,101","16,354",2014,31101,드라마,초콜렛 도넛,드라마
2549,할로윈:살인마의 탄생,2009-05-14,"31,068","10,002",2009,31068,공포(호러),할로윈: 살인마의 탄생,공포(호러)
2550,옹박: 더 레전드,2009-05-14,"31,042","5,908",2009,31042,액션,옹박: 더 레전드,액션
2551,사랑 후에 남겨진 것들,2009-02-19,"30,926","22,073",2009,30926,드라마,사랑 후에 남겨진 것들,드라마|멜로드라마
2552,아들의 방,2001-11-02,0,"30,926",2001,30926,가족,아들의 방,드라마
2553,단지 세상의 끝,2017-01-18,"30,793","21,079",2017,30793,드라마,단지 세상의 끝,드라마
2554,"좋아해, 너를",2017-09-14,"30,714","14,983",2017,30714,드라마,"좋아해, 너를",드라마|멜로드라마
2555,앵그리스트 맨,2014-10-30,"30,656","11,982",2014,30656,드라마,앵그리스트맨,드라마|코메디
2556,블루스톰,2005-11-17,"30,600","11,000",2005,30600,액션,블루 스톰,액션
2557,돼지코 아기공룡 임피의 모험,2008-06-26,"30,561","8,927",2008,30561,애니메이션,돼지코 아기공룡 임피의 모험,코메디|어드벤처|가족
2558,언노운 우먼,2009-07-01,"30,545","28,521",2009,30545,드라마,언노운 우먼,드라마|스릴러|미스터리
2559,신밧드와 마법 양탄자,2019-02-13,"30,534","4,135",2019,30534,애니메이션,신밧드와 마법 양탄자,어드벤처|가족
2560,쿠보와 전설의 악기,2016-10-26,"30,525","6,969",2016,30525,애니메이션,쿠보와 전설의 악기,어드벤처|가족
2561,아야와 마녀,2021-06-10,"30,519","8,647",2021,30519,애니메이션,아야와 마녀,가족|판타지
2562,스노우타임,2016-12-15,"30,467","6,359",2016,30467,애니메이션,스노우타임,코메디|가족
2563,소살리토,2001-06-15,0,"30,456",2001,30456,멜로/로맨스,소살리토,멜로드라마
2564,에로스,2005-06-30,"30,389","21,693",2005,30389,드라마,에로스,드라마|옴니버스
2565,벨 아미,2012-08-30,"30,373","11,530",2012,30373,드라마,벨 아미,드라마|멜로드라마
2566,메리 마이 데드 바디,2023-05-17,"30,333","20,465",2023,30333,코미디,메리 마이 데드 바디,액션|코메디
2567,더 메뉴,2022-12-07,"30,326","14,169",2022,30326,스릴러,더 메뉴,미스터리|스릴러
2568,마인드스케이프,2014-10-23,"30,257","11,231",2014,30257,스릴러,마인드스케이프,스릴러
2569,클리포드 더 빅 레드 독,2022-01-12,"30,248","8,481",2022,30248,어드벤처,클리포드 더 빅 레드 독,어드벤처|드라마|가족
2570,엑스 대 세버,2002-12-13,0,"30,202",2002,30202,액션,엑스 대 세버,액션|첩보|스릴러
2571,러스트 앤 본,2013-05-02,"30,193","20,118",2013,30193,멜로/로맨스,러스트 앤 본,드라마|멜로드라마
2572,집으로 가는길,2000-11-04,0,"30,183",2000,30183,드라마,집으로 가는길,드라마
2573,"나의 사랑, 그리스",2017-04-20,"30,181","18,236",2017,30181,드라마,"나의 사랑, 그리스",멜로드라마|옴니버스
2574,지골로 인 뉴욕,2014-09-25,"30,140","14,862",2014,30140,멜로/로맨스,지골로 인 뉴욕,코메디
2575,전차남,2006-09-07,"30,131","12,855",2006,30131,멜로/로맨스,전차남,멜로드라마|코메디
2576,극장판 나루토 질풍전: 로드 투 닌자,2013-02-21,"30,117","9,572",2013,30117,애니메이션,극장판 나루토 질풍전: 로드 투 닌자,액션|어드벤처
2577,더 길티,2019-03-27,"30,110","12,872",2019,30110,스릴러,더 길티,스릴러|범죄|드라마
2578,나루토 질풍전 극장판-불의 의지를 잇는 자,2009-10-22,"30,053","7,863",2009,30053,애니메이션,극장판 나루토 질풍전: 불의 의지를 잇는 자,액션|판타지
2579,체실 비치에서,2018-09-20,"29,992","18,180",2018,29992,드라마,체실 비치에서,드라마|멜로드라마
2580,행복배달부 팻아저씨,2014-10-09,"29,906","7,906",2014,29906,애니메이션,행복배달부 팻아저씨,드라마
2581,테일 오브 테일즈,2016-11-24,"29,891","19,500",2016,29891,판타지,테일 오브 테일즈,판타지
2582,브레이브 스토리,2008-03-20,"29,887","7,824",2008,29887,애니메이션,브레이브 스토리,액션|SF|어드벤처|판타지
2583,톰보이,2020-05-14,"29,879","17,293",2020,29879,드라마,톰보이,드라마|가족|동성애
2584,그레이 맨,2022-07-13,"29,844","13,275",2022,29844,액션,그레이 맨,액션|어드벤처|스릴러
2585,33,2016-04-07,"29,728","8,707",2016,29728,드라마,33,드라마|전기|역사
2586,루터,2017-10-18,"29,710","14,270",2017,29710,드라마,루터,드라마|종교
2587,내 인생의 마지막 변화구,2012-11-29,"29,648","14,967",2012,29648,드라마,내 인생의 마지막 변화구,드라마
2588,극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,2021-04-28,"29,610","6,177",2021,29610,애니메이션,극장판 바다 탐험대 옥토넛 : 불의 고리 대폭발,액션|어드벤처|판타지
2589,루비 스팍스,2018-05-10,"29,552","12,577",2018,29552,코미디,루비 스팍스,코메디|멜로/로맨스|판타지
2590,"하이, 젝시",2020-02-19,"29,492","12,136",2020,29492,코미디,"하이, 젝시",코메디
2591,북클럽,2019-06-20,"29,453","18,448",2019,29453,코미디,북 클럽,코메디|멜로드라마|드라마
2592,너브,2017-01-11,"29,441","8,103",2017,29441,어드벤처,너브,어드벤처|범죄|스릴러
2593,미스틱 리버,2003-12-05,"29,400","15,200",2003,29400,미스터리,미스틱 리버,드라마|범죄|미스터리
2594,몬태나,2018-04-19,"29,354","11,794",2018,29354,드라마,몬태나,드라마
2595,휴먼 스테인,2004-03-05,"29,346","15,685",2004,29346,드라마,휴먼 스테인,드라마|스릴러
2596,벨과 세바스찬,2014-03-20,"29,308","12,281",2014,29308,어드벤처,벨과 세바스찬,어드벤처
2597,아이돌 마스터 무비 : 빛의 저편으로!,2015-11-19,"29,287","15,357",2015,29287,애니메이션,아이돌 마스터 무비: 빛의 저편으로!,아동
2598,에브리데이,2018-10-11,"29,283","9,027",2018,29283,멜로/로맨스,에브리데이,드라마|판타지|멜로드라마
2599,왕이 될 아이,2019-01-16,"29,236","9,844",2019,29236,어드벤처,왕이 될 아이,어드벤처|판타지
2600,리빙보이 인 뉴욕,2017-11-09,"29,217","14,234",2017,29217,멜로/로맨스,리빙보이 인 뉴욕,멜로드라마|드라마
2601,무간도2 - 혼돈의 시대,2003-12-05,"29,120","13,360",2003,29120,범죄,무간도2 - 혼돈의 시대,액션|드라마|범죄|느와르
2602,꼬마잠수함 올리,2014-10-16,"29,114","5,479",2014,29114,애니메이션,꼬마잠수함 올리,어드벤처
2603,러브 인 클라우즈,2008-12-31,"29,033","14,248",2008,29033,드라마,러브 인 클라우즈,드라마
2604,에어 콘트롤,2000-01-22,0,"28,995",2000,28995,코미디,에어 콘트롤,코메디|드라마
2605,미스비헤이비어,2020-05-27,"28,884","12,991",2020,28884,드라마,미스비헤이비어,드라마
2606,데스노트: 더 뉴 월드,2017-03-29,"28,723","10,121",2017,28723,범죄,데스노트: 더 뉴 월드,범죄|드라마|스릴러
2607,그집,2020-05-27,"28,707","6,562",2020,28707,공포(호러),그집,공포|스릴러
2608,극장판 바다 탐험대 옥토넛 : 해저동굴 대탈출,2022-02-17,"28,703","5,421",2022,28703,애니메이션,극장판 바다 탐험대 옥토넛 : 해저동굴 대탈출,액션|어드벤처
2609,무협,2011-11-17,"28,698","8,053",2011,28698,액션,무협,액션|드라마
2610,슈퍼 스파이: 수상한 임무,2015-10-15,"28,626","6,557",2015,28626,애니메이션,슈퍼 스파이: 수상한 임무,코메디
2611,지퍼스 크리퍼스 2,2003-10-31,"28,611","9,509",2003,28611,공포(호러),지퍼스 크리퍼스 2,공포(호러)|스릴러
2612,헌티드 맨션,2004-04-15,"28,611","9,790",2004,28611,코미디,헌티드 맨션,코메디|공포(호러)|가족|판타지
2613,분노,2017-03-30,"28,567","19,256",2017,28567,스릴러,분노,드라마|미스터리
2614,쌍생아,2000-04-22,0,"28,564",2000,28564,미스터리,쌍생아,드라마|미스터리|스릴러
2615,굿모닝 맨하탄,2014-02-06,"28,548","15,500",2014,28548,코미디,굿모닝 맨하탄,드라마|코메디
2616,그린 나이트,2021-08-05,"28,534","17,228",2021,28534,어드벤처,그린 나이트,어드벤처|드라마|판타지|멜로/로맨스|공포
2617,플레이모빌: 더 무비,2019-09-11,"28,520","7,648",2019,28520,애니메이션,플레이모빌: 더 무비,어드벤처|코메디|가족|판타지
2618,머드,2013-11-28,"28,507","20,109",2013,28507,드라마,머드,드라마
2619,크리미널 스쿼드,2018-04-19,"28,477","8,659",2018,28477,범죄,크리미널 스쿼드,액션|범죄|미스터리|스릴러|드라마
2620,"어디갔어, 버나뎃",2020-10-08,"28,378","12,154",2020,28378,코미디,"어디갔어, 버나뎃",코메디|드라마|미스터리
2621,극장판 암살교실 : 365일의 시간,2017-03-23,"28,364","6,792",2017,28364,애니메이션,극장판 암살교실: 365일의 시간,코메디|액션
2622,카페 6,2016-11-16,"28,353","9,889",2016,28353,멜로/로맨스,카페 6,코메디|멜로드라마
2623,안소니 짐머,2006-05-11,"28,318","12,800",2006,28318,스릴러,안소니 짐머,스릴러
2624,하트의 전쟁,2002-05-17,0,"28,300",2002,28300,전쟁,하트의 전쟁,드라마|전쟁
2625,스코어,2001-11-09,0,"28,261",2001,28261,드라마,스코어,드라마|범죄|스릴러
2626,누구나 아는 비밀,2019-08-01,"28,258","20,231",2019,28258,드라마,누구나 아는 비밀,드라마
2627,버터플라이,2009-01-15,"28,250","16,375",2009,28250,코미디,버터플라이,코메디
2628,리플레이스먼트,2000-11-17,0,"28,230",2000,28230,코미디,리플레이스먼트,코메디|스포츠
2629,서프러제트,2016-06-23,"28,220","16,397",2016,28220,드라마,서프러제트,드라마|전기|역사
2630,투 프렌즈,2018-11-29,"28,082","3,069",2018,28082,애니메이션,투 프렌즈,어드벤처
2631,박물관이 진짜 살아있다,2018-11-08,"28,064","4,326",2018,28064,애니메이션,박물관이 진짜 살아있다,어드벤처|코메디
2632,색정남녀,2000-03-18,0,"27,954",2000,27954,코미디,색정남녀,코메디|드라마
2633,문호 스트레이독스 [데드 애플],2018-04-05,"27,944","9,885",2018,27944,애니메이션,문호 스트레이독스 [데드애플],드라마|액션|판타지
2634,건즈 아킴보,2020-04-15,"27,928","10,314",2020,27928,액션,건즈 아킴보,액션|코메디
2635,그루지 3,2009-08-27,"27,904","8,551",2009,27904,공포(호러),그루지 3,공포(호러)
2636,나를 미치게 하는 여자,2015-12-10,"27,858","14,876",2015,27858,코미디,나를 미치게 하는 여자,코메디
2637,키드냅,2017-11-22,"27,854","9,489",2017,27854,액션,키드냅,스릴러
2638,스페이스 비트윈 어스,2017-03-16,"27,847","9,973",2017,27847,어드벤처,스페이스 비트윈 어스,어드벤처|드라마|멜로드라마
2639,걸 온 더 트레인,2017-03-09,"27,840","9,040",2017,27840,드라마,걸 온 더 트레인,스릴러|미스터리
2640,영 아담,2004-12-03,"27,838","9,821",2004,27838,드라마,영 아담,드라마|범죄|스릴러
2641,올드 스쿨,2003-04-25,"27,750","7,594",2003,27750,코미디,올드 스쿨,코메디
2642,여귀교- 저주를 부르는 게임,2023-11-15,"27,703","6,604",2023,27703,공포(호러),여귀교 - 저주를 부르는 게임,공포|미스터리|스릴러
2643,데인저러스 메소드,2012-05-10,"27,642","16,296",2012,27642,멜로/로맨스,데인저러스 메소드,드라마
2644,파리의 인어,2020-07-23,"27,623","10,557",2020,27623,멜로/로맨스,파리의 인어,멜로/로맨스|판타지|코메디
2645,페인 앤 글로리,2020-02-05,"27,569","14,549",2020,27569,드라마,페인 앤 글로리,드라마
2646,더 시크릿,2008-01-01,"27,492","9,772",2008,27492,미스터리,더 시크릿,공포(호러)|멜로드라마|스릴러
2647,코비: 블루 엘리펀트의 전설,2013-12-05,"27,463","6,782",2013,27463,애니메이션,코비:블루 엘리펀트의 전설,가족|아동
2648,부에나 비스타 소셜 클럽,2001-03-01,0,"27,427",2001,27427,다큐멘터리,부에나 비스타 소셜 클럽,뮤직
2649,위아 유어 프렌즈,2015-11-12,"27,412","9,961",2015,27412,드라마,위 아 유어 프렌즈,드라마|멜로드라마|뮤직
2650,팬텀 스레드,2018-03-08,"27,403","18,292",2018,27403,드라마,팬텀 스레드,드라마
2651,토마스와 친구들: 용감한 기관차와 괴물소동,2016-10-13,"27,345","4,715",2016,27345,애니메이션,토마스와 친구들: 용감한 기관차와 괴물 소동,아동
2652,퍼펙트 케어,2021-02-19,"27,337","13,910",2021,27337,범죄,퍼펙트 케어,범죄|스릴러
2653,타발루가와 얼음공주,2020-01-08,"27,330","4,221",2020,27330,애니메이션,타발루가와 얼음공주,어드벤처|코메디|가족
2654,어떤 만남,2014-07-31,"27,302","19,563",2014,27302,멜로/로맨스,어떤 만남,드라마|멜로드라마
2655,라자루스,2015-07-02,"27,279","8,924",2015,27279,공포(호러),라자루스,공포|스릴러
2656,이니셰린의 밴시,2023-03-15,"27,260","17,996",2023,27260,드라마,이니셰린의 밴시,드라마|코메디
2657,몬스터 헌트,2015-11-12,"27,257","7,853",2015,27257,판타지,몬스터 헌트,액션|판타지
2658,파이어하트,2023-06-28,"27,210","7,410",2023,27210,애니메이션,파이어하트,어드벤처|가족|코메디
2659,로스트 인 파리,2017-05-18,"27,203","18,578",2017,27203,멜로/로맨스,로스트 인 파리,코메디|멜로드라마|어드벤처
2660,지니어스,2017-04-13,"27,167","15,610",2017,27167,드라마,지니어스,드라마|전기
2661,피쉬 프렌즈: 알록이의 신기한 모험,2018-08-30,"27,128","2,440",2018,27128,애니메이션,피쉬 프렌즈: 알록이의 신기한 모험,어드벤처
2662,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",2018-01-11,"27,069","7,931",2018,27069,애니메이션,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",드라마
